,firstname,lastname,gender,birthmonth,birthday,birthyear,course,phonenumber,carrier
1897,name1898,lastname1898,Female,November,13,2001,BS IT Entrepreneurship,+63 917 980 9361,Globe
1898,name1899,lastname1899,Male,November,16,1997,BS Legal Management,+63 917 343 4749,Globe
1899,name1900,lastname1900,Female,December,21,2000,BS Management Engineering,+63 918 782 7408,Smart
1900,name1901,lastname1901,Male,December,19,2001,BS IT Entrepreneurship,+63 927 687 3457,Globe
1901,name1902,lastname1902,Male,June,24,1997,BS Management Engineering,+63 927 565 8788,Globe
1902,name1903,lastname1903,Female,July,25,1998,BS Communications Technology Management,+63 917 773 3531,Globe
1903,name1904,lastname1904,Female,February,18,1998,BS Communications Technology Management,+63 918 177 9665,Smart
1904,name1905,lastname1905,Female,June,12,2001,BS Legal Management,+63 917 647 6297,Globe
1905,name1906,lastname1906,Female,September,1,1997,BS Legal Management,+63 918 604 5243,Smart
1906,name1907,lastname1907,Female,June,10,1997,BS Management,+63 927 665 4368,Globe
1907,name1908,lastname1908,Female,October,6,1998,BS Management Engineering,+63 927 898 7426,Globe
1908,name1909,lastname1909,Female,December,24,1997,BS Legal Management,+63 918 415 4885,Smart
1909,name1910,lastname1910,Male,August,18,2000,BS Management Engineering,+63 927 216 9011,Globe
1910,name1911,lastname1911,Female,August,21,2000,BS IT Entrepreneurship,+63 918 172 3043,Smart
1911,name1912,lastname1912,Female,October,6,1998,BS Management Engineering,+63 917 647 9327,Globe
1912,name1913,lastname1913,Male,May,20,1999,BS Management Engineering,+63 927 586 8024,Globe
1913,name1914,lastname1914,Male,February,20,2001,BS IT Entrepreneurship,+63 917 681 6487,Globe
1914,name1915,lastname1915,Female,April,21,2000,BS Management,+63 917 797 8859,Globe
1915,name1916,lastname1916,Male,January,22,1998,BS Management Engineering,+63 918 600 7693,Smart
1916,name1917,lastname1917,Male,April,19,1997,BS IT Entrepreneurship,+63 927 623 6877,Globe
1917,name1918,lastname1918,Male,February,9,2000,BS Management,+63 917 883 9174,Globe
1918,name1919,lastname1919,Male,October,11,1999,BS Management,+63 918 989 8988,Smart
1919,name1920,lastname1920,Male,October,5,1998,BS Management,+63 927 500 4106,Globe
1920,name1921,lastname1921,Male,January,19,1999,BS Communications Technology Management,+63 918 458 7218,Smart
1921,name1922,lastname1922,Male,August,8,2000,BS Management Engineering,+63 927 910 2396,Globe
1922,name1923,lastname1923,Female,July,14,1999,BS Legal Management,+63 917 408 9751,Globe
1923,name1924,lastname1924,Male,January,15,1998,BS Legal Management,+63 917 120 2048,Globe
1924,name1925,lastname1925,Female,December,16,2000,BS Communications Technology Management,+63 927 995 4819,Globe
1925,name1926,lastname1926,Female,January,19,2000,BS Communications Technology Management,+63 917 776 8672,Globe
1926,name1927,lastname1927,Female,December,23,1997,BS Communications Technology Management,+63 927 711 8774,Globe
1927,name1928,lastname1928,Female,September,23,2001,BS Management Engineering,+63 918 176 1631,Smart
1928,name1929,lastname1929,Male,September,21,2001,BS Legal Management,+63 918 886 7599,Smart
1929,name1930,lastname1930,Male,March,26,1997,BS Management,+63 927 525 4868,Globe
1930,name1931,lastname1931,Male,March,6,1998,BS Legal Management,+63 927 841 2882,Globe
1931,name1932,lastname1932,Female,May,1,1999,BS Management Engineering,+63 918 846 6659,Smart
1932,name1933,lastname1933,Male,July,3,1997,BS Management Engineering,+63 918 792 6368,Smart
1933,name1934,lastname1934,Male,March,16,1999,BS Legal Management,+63 918 967 8450,Smart
1934,name1935,lastname1935,Female,May,14,1999,BS Management,+63 927 755 4178,Globe
1935,name1936,lastname1936,Female,September,26,1997,BS Management Engineering,+63 917 380 8802,Globe
1936,name1937,lastname1937,Female,July,8,1999,BS Management,+63 927 360 5747,Globe
1937,name1938,lastname1938,Female,November,7,2000,BS Management Engineering,+63 918 206 1778,Smart
1938,name1939,lastname1939,Male,September,27,1998,BS Management Engineering,+63 927 130 2847,Globe
1939,name1940,lastname1940,Female,October,6,1999,BS Communications Technology Management,+63 917 473 8945,Globe
1940,name1941,lastname1941,Female,August,8,1998,BS IT Entrepreneurship,+63 918 486 3597,Smart
1941,name1942,lastname1942,Male,November,20,1997,BS Legal Management,+63 927 413 7382,Globe
1942,name1943,lastname1943,Male,September,26,1998,BS Management Engineering,+63 918 855 7910,Smart
1943,name1944,lastname1944,Female,January,24,1999,BS Management,+63 927 616 9138,Globe
1944,name1945,lastname1945,Male,September,20,1998,BS Management,+63 918 467 4634,Smart
1945,name1946,lastname1946,Female,December,21,1999,BS Management,+63 927 357 7894,Globe
1946,name1947,lastname1947,Female,January,18,1999,BS Legal Management,+63 927 276 9126,Globe
1947,name1948,lastname1948,Male,January,16,1997,BS Management Engineering,+63 927 797 9938,Globe
1948,name1949,lastname1949,Male,October,6,1999,BS Legal Management,+63 917 929 6626,Globe
1949,name1950,lastname1950,Male,May,20,1999,BS Management Engineering,+63 918 501 2731,Smart
1950,name1951,lastname1951,Male,December,10,1998,BS Legal Management,+63 927 217 8950,Globe
1951,name1952,lastname1952,Female,February,15,2000,BS Legal Management,+63 917 251 2670,Globe
1952,name1953,lastname1953,Male,January,11,1997,BS IT Entrepreneurship,+63 917 295 3430,Globe
1953,name1954,lastname1954,Male,April,1,1998,BS Management,+63 918 128 1504,Smart
1954,name1955,lastname1955,Female,June,14,1997,BS IT Entrepreneurship,+63 917 988 1124,Globe
1955,name1956,lastname1956,Female,December,3,2001,BS Management,+63 918 290 9663,Smart
1956,name1957,lastname1957,Male,August,11,1999,BS Management Engineering,+63 927 328 8199,Globe
1957,name1958,lastname1958,Male,December,1,2001,BS Management Engineering,+63 918 828 2295,Smart
1958,name1959,lastname1959,Female,September,26,1998,BS Management,+63 918 505 9307,Smart
1959,name1960,lastname1960,Male,May,14,2000,BS Management Engineering,+63 927 475 9587,Globe
1960,name1961,lastname1961,Female,June,25,1997,BS Management Engineering,+63 927 174 2703,Globe
1961,name1962,lastname1962,Male,March,15,1997,BS Management,+63 917 616 5146,Globe
1962,name1963,lastname1963,Female,December,18,1998,BS Management Engineering,+63 917 329 4801,Globe
1963,name1964,lastname1964,Female,November,21,1999,BS Management Engineering,+63 917 325 9556,Globe
1964,name1965,lastname1965,Male,December,12,1997,BS Management,+63 927 100 2511,Globe
1965,name1966,lastname1966,Female,February,4,1999,BS Communications Technology Management,+63 917 215 6408,Globe
1966,name1967,lastname1967,Male,January,9,1997,BS Legal Management,+63 917 436 1207,Globe
1967,name1968,lastname1968,Female,March,22,1997,BS IT Entrepreneurship,+63 917 465 7876,Globe
1968,name1969,lastname1969,Female,October,2,1998,BS Management Engineering,+63 918 964 1775,Smart
1969,name1970,lastname1970,Female,December,17,1997,BS Legal Management,+63 917 168 9870,Globe
1970,name1971,lastname1971,Female,November,5,2000,BS Management,+63 918 829 7683,Smart
1971,name1972,lastname1972,Female,February,9,1997,BS Management Engineering,+63 927 603 5096,Globe
1972,name1973,lastname1973,Female,January,27,2000,BS Management,+63 927 731 3323,Globe
1973,name1974,lastname1974,Female,September,28,1999,BS Legal Management,+63 927 496 5071,Globe
1974,name1975,lastname1975,Male,January,28,1998,BS Management Engineering,+63 917 380 1407,Globe
1975,name1976,lastname1976,Female,January,28,1997,BS Management,+63 917 462 5215,Globe
1976,name1977,lastname1977,Male,September,12,1997,BS Legal Management,+63 918 327 3825,Smart
1977,name1978,lastname1978,Female,January,24,1999,BS IT Entrepreneurship,+63 918 260 1423,Smart
1978,name1979,lastname1979,Female,September,27,1998,BS IT Entrepreneurship,+63 927 222 8176,Globe
1979,name1980,lastname1980,Male,October,17,1997,BS Management,+63 917 431 9325,Globe
1980,name1981,lastname1981,Female,January,26,1997,BS IT Entrepreneurship,+63 917 675 3677,Globe
1981,name1982,lastname1982,Male,September,22,1997,BS Management,+63 927 749 8562,Globe
1982,name1983,lastname1983,Male,April,2,1997,BS IT Entrepreneurship,+63 917 466 8755,Globe
1983,name1984,lastname1984,Male,September,22,1998,BS Communications Technology Management,+63 927 277 4242,Globe
1984,name1985,lastname1985,Male,December,19,1998,BS Management,+63 917 257 9388,Globe
1985,name1986,lastname1986,Female,October,5,1997,BS Management,+63 917 140 6709,Globe
1986,name1987,lastname1987,Male,July,2,1998,BS Legal Management,+63 927 946 8272,Globe
1987,name1988,lastname1988,Female,October,26,2001,BS Management,+63 917 904 6049,Globe
1988,name1989,lastname1989,Female,January,10,1998,BS IT Entrepreneurship,+63 918 764 3612,Smart
1989,name1990,lastname1990,Female,September,9,1999,BS Management,+63 918 723 2886,Smart
1990,name1991,lastname1991,Female,October,22,1997,BS Communications Technology Management,+63 918 303 3829,Smart
1991,name1992,lastname1992,Male,February,26,2001,BS IT Entrepreneurship,+63 927 169 7384,Globe
1992,name1993,lastname1993,Female,June,8,2000,BS Management Engineering,+63 917 812 5088,Globe
1993,name1994,lastname1994,Male,March,6,1998,BS Management Engineering,+63 927 242 4120,Globe
1994,name1995,lastname1995,Female,March,13,2000,BS Communications Technology Management,+63 917 305 9747,Globe
1995,name1996,lastname1996,Male,November,8,2000,BS Management Engineering,+63 927 503 8538,Globe
1996,name1997,lastname1997,Male,July,1,2000,BS Communications Technology Management,+63 918 271 5534,Smart
1997,name1998,lastname1998,Female,May,21,1997,BS Communications Technology Management,+63 927 412 9263,Globe
1998,name1999,lastname1999,Female,December,28,1998,BS IT Entrepreneurship,+63 918 891 7548,Smart
1999,name2000,lastname2000,Male,April,9,1998,BS Communications Technology Management,+63 918 476 3872,Smart
2000,name2001,lastname2001,Male,August,3,1999,BS Management Engineering,+63 927 298 5300,Globe
2001,name2002,lastname2002,Female,December,11,1998,BS Communications Technology Management,+63 927 223 5706,Globe
2002,name2003,lastname2003,Male,January,24,1998,BS Management,+63 918 494 4620,Smart
2003,name2004,lastname2004,Male,June,2,1999,BS Management Engineering,+63 917 935 7445,Globe
2004,name2005,lastname2005,Male,December,18,2000,BS IT Entrepreneurship,+63 927 488 3954,Globe
2005,name2006,lastname2006,Female,August,21,2001,BS IT Entrepreneurship,+63 917 437 8924,Globe
2006,name2007,lastname2007,Female,July,28,2001,BS Legal Management,+63 917 716 7562,Globe
2007,name2008,lastname2008,Female,January,7,1999,BS Management,+63 917 680 8395,Globe
2008,name2009,lastname2009,Male,July,6,1997,BS Management Engineering,+63 927 361 3637,Globe
2009,name2010,lastname2010,Male,February,22,1998,BS Management Engineering,+63 918 707 8523,Smart
2010,name2011,lastname2011,Male,January,1,1998,BS IT Entrepreneurship,+63 918 623 2531,Smart
2011,name2012,lastname2012,Female,September,14,2000,BS Management,+63 917 220 5027,Globe
2012,name2013,lastname2013,Male,June,24,1998,BS Management,+63 918 812 9408,Smart
2013,name2014,lastname2014,Male,April,25,1998,BS Legal Management,+63 927 210 6387,Globe
2014,name2015,lastname2015,Male,February,16,1998,BS Management,+63 918 449 4691,Smart
2015,name2016,lastname2016,Male,December,13,1997,BS Legal Management,+63 917 140 4123,Globe
2016,name2017,lastname2017,Male,November,22,2001,BS Legal Management,+63 918 790 6360,Smart
2017,name2018,lastname2018,Female,December,1,1997,BS IT Entrepreneurship,+63 917 751 4414,Globe
2018,name2019,lastname2019,Male,April,22,1997,BS IT Entrepreneurship,+63 918 515 2440,Smart
2019,name2020,lastname2020,Male,November,8,1999,BS Management,+63 917 700 7658,Globe
2020,name2021,lastname2021,Male,April,24,1999,BS Management Engineering,+63 917 688 5465,Globe
2021,name2022,lastname2022,Female,October,19,1999,BS Management Engineering,+63 918 182 7212,Smart
2022,name2023,lastname2023,Female,March,23,2001,BS IT Entrepreneurship,+63 917 712 5504,Globe
2023,name2024,lastname2024,Male,December,7,1998,BS Management Engineering,+63 927 465 4236,Globe
2024,name2025,lastname2025,Male,June,22,1997,BS Communications Technology Management,+63 927 379 1273,Globe
2025,name2026,lastname2026,Male,July,21,1998,BS Management Engineering,+63 917 574 8273,Globe
2026,name2027,lastname2027,Male,July,22,2000,BS Legal Management,+63 927 797 3776,Globe
2027,name2028,lastname2028,Female,May,25,1997,BS Communications Technology Management,+63 927 603 1821,Globe
2028,name2029,lastname2029,Female,April,24,1999,BS Legal Management,+63 927 913 1885,Globe
2029,name2030,lastname2030,Female,August,27,1999,BS Communications Technology Management,+63 917 772 4979,Globe
2030,name2031,lastname2031,Male,June,6,1999,BS Management Engineering,+63 918 198 5169,Smart
2031,name2032,lastname2032,Male,May,26,2001,BS Communications Technology Management,+63 918 678 8292,Smart
2032,name2033,lastname2033,Female,May,15,1997,BS IT Entrepreneurship,+63 918 192 1964,Smart
2033,name2034,lastname2034,Male,December,23,1999,BS IT Entrepreneurship,+63 927 354 3947,Globe
2034,name2035,lastname2035,Male,February,27,2001,BS Management Engineering,+63 917 416 9675,Globe
2035,name2036,lastname2036,Female,May,5,2000,BS Legal Management,+63 917 458 9382,Globe
2036,name2037,lastname2037,Female,November,14,1999,BS IT Entrepreneurship,+63 927 961 1511,Globe
2037,name2038,lastname2038,Female,February,20,2000,BS IT Entrepreneurship,+63 918 181 1959,Smart
2038,name2039,lastname2039,Female,June,7,1997,BS Communications Technology Management,+63 917 711 9082,Globe
2039,name2040,lastname2040,Female,February,25,1999,BS Management,+63 917 892 9403,Globe
2040,name2041,lastname2041,Male,March,2,2000,BS Communications Technology Management,+63 917 763 5585,Globe
2041,name2042,lastname2042,Male,September,14,1997,BS Management,+63 917 640 5440,Globe
2042,name2043,lastname2043,Male,December,2,1997,BS Communications Technology Management,+63 917 428 7971,Globe
2043,name2044,lastname2044,Female,February,17,1998,BS Management,+63 927 953 9269,Globe
2044,name2045,lastname2045,Male,December,1,1999,BS Communications Technology Management,+63 918 115 5499,Smart
2045,name2046,lastname2046,Male,December,19,1999,BS Communications Technology Management,+63 927 512 1467,Globe
2046,name2047,lastname2047,Female,May,6,1999,BS Management,+63 918 845 3533,Smart
2047,name2048,lastname2048,Male,June,2,1998,BS Communications Technology Management,+63 927 607 6884,Globe
2048,name2049,lastname2049,Male,February,23,1999,BS Management Engineering,+63 918 361 4540,Smart
2049,name2050,lastname2050,Female,January,12,1997,BS IT Entrepreneurship,+63 918 460 2193,Smart
2050,name2051,lastname2051,Female,June,9,1998,BS Management Engineering,+63 918 383 1170,Smart
2051,name2052,lastname2052,Female,June,3,1998,BS Management,+63 927 453 4639,Globe
2052,name2053,lastname2053,Male,May,18,2000,BS IT Entrepreneurship,+63 927 462 3334,Globe
2053,name2054,lastname2054,Female,March,2,2001,BS Management Engineering,+63 917 520 3203,Globe
2054,name2055,lastname2055,Male,March,5,1998,BS Communications Technology Management,+63 927 916 6099,Globe
2055,name2056,lastname2056,Female,August,12,2001,BS IT Entrepreneurship,+63 927 636 1722,Globe
2056,name2057,lastname2057,Male,August,2,1999,BS Legal Management,+63 917 390 9767,Globe
2057,name2058,lastname2058,Male,July,9,1997,BS Management Engineering,+63 917 131 2366,Globe
2058,name2059,lastname2059,Female,April,17,1998,BS Legal Management,+63 927 414 2581,Globe
2059,name2060,lastname2060,Male,July,13,1998,BS Management Engineering,+63 927 455 9300,Globe
2060,name2061,lastname2061,Female,August,15,1997,BS Legal Management,+63 917 917 4866,Globe
2061,name2062,lastname2062,Male,July,19,2001,BS Legal Management,+63 927 659 4480,Globe
2062,name2063,lastname2063,Female,July,2,1999,BS Management,+63 918 469 3848,Smart
2063,name2064,lastname2064,Male,May,19,2000,BS IT Entrepreneurship,+63 927 854 3866,Globe
2064,name2065,lastname2065,Female,April,26,1999,BS Communications Technology Management,+63 917 464 7561,Globe
2065,name2066,lastname2066,Female,September,6,1998,BS IT Entrepreneurship,+63 918 747 3259,Smart
2066,name2067,lastname2067,Female,December,6,2001,BS Management,+63 917 313 7671,Globe
2067,name2068,lastname2068,Male,November,23,2000,BS Legal Management,+63 918 970 2344,Smart
2068,name2069,lastname2069,Female,May,5,2001,BS Communications Technology Management,+63 917 128 3353,Globe
2069,name2070,lastname2070,Female,June,16,1998,BS Communications Technology Management,+63 918 782 5017,Smart
